x,W,c,g,p,q,Fs,Mb,Fs_nomoon,Mb_nomoon
31.030000,0.750000,3.000000,3.750000,3.648072,-0.101928,25.957687,511.618450,26.116265,515.553154
31.078333,0.750000,3.000000,3.750000,3.647573,-0.102427,25.952749,512.872952,26.111129,516.815316
31.126667,0.750000,3.000000,3.750000,3.647073,-0.102927,25.947786,514.127215,26.105967,518.077229
31.175000,0.750000,3.000000,3.750000,3.646573,-0.103427,25.942799,515.381237,26.100780,519.338892
31.223333,0.750000,3.000000,3.750000,3.646073,-0.103927,25.937788,516.635018,26.095567,520.600304
31.271667,0.750000,3.000000,3.750000,3.645574,-0.104426,25.932753,517.888556,26.090328,521.861463
31.320000,0.750000,3.000000,3.750000,3.645074,-0.104926,25.927694,519.141850,26.085064,523.122369
31.368333,0.750000,3.000000,3.750000,3.644574,-0.105426,25.922610,520.394899,26.079775,524.383019
31.416667,0.750000,3.000000,3.750000,3.644074,-0.105926,25.917503,521.647702,26.074460,525.643413
31.465000,0.750000,3.000000,3.750000,3.643575,-0.106425,25.912371,522.900257,26.069119,526.903549
31.513333,0.750000,3.000000,3.750000,3.643075,-0.106925,25.907215,524.152564,26.063753,528.163427
31.561667,0.750000,3.000000,3.750000,3.642575,-0.107425,25.902035,525.404621,26.058361,529.423045
31.610000,0.750000,3.000000,3.750000,3.642075,-0.107925,25.896830,526.656427,26.052944,530.682401
31.658333,0.750000,3.000000,3.750000,3.641576,-0.108424,25.891602,527.907981,26.047501,531.941496
31.706667,0.750000,3.000000,3.750000,3.641076,-0.108924,25.886349,529.159281,26.042033,533.200326
31.755000,0.750000,3.000000,3.750000,3.640576,-0.109424,25.881073,530.410327,26.036539,534.458891
31.803333,0.750000,3.000000,3.750000,3.640076,-0.109924,25.875772,531.661117,26.031020,535.717191
31.851667,0.750000,3.000000,3.750000,3.639576,-0.110424,25.870447,532.911651,26.025475,536.975223
31.900000,0.750000,3.000000,3.750000,3.639077,-0.110923,25.865097,534.161927,26.019904,538.232986
31.948333,0.750000,3.000000,3.750000,3.638577,-0.111423,25.859724,535.411943,26.014308,539.490479
31.996667,0.750000,3.000000,3.750000,3.638077,-0.111923,25.854326,536.661699,26.008687,540.747702
32.045000,0.750000,3.000000,3.750000,3.637577,-0.112423,25.848905,537.911194,26.003039,542.004652
32.093333,0.750000,3.000000,3.750000,3.637078,-0.112922,25.843459,539.160426,25.997367,543.261328
32.141667,0.750000,3.000000,3.750000,3.636578,-0.113422,25.837989,540.409395,25.991669,544.517730
32.190000,0.750000,3.000000,3.750000,3.636078,-0.113922,25.832495,541.658098,25.985945,545.773856
32.238333,0.750000,3.000000,3.750000,3.635578,-0.114422,25.826976,542.906535,25.980196,547.029704
32.286667,0.750000,3.000000,3.750000,3.635079,-0.114921,25.821434,544.154705,25.974421,548.285274
32.335000,0.750000,3.000000,3.750000,3.634579,-0.115421,25.815867,545.402607,25.968621,549.540564
32.383333,0.750000,3.000000,3.750000,3.634079,-0.115921,25.810277,546.650238,25.962795,550.795573
32.431667,0.750000,3.000000,3.750000,3.633579,-0.116421,25.804662,547.897599,25.956943,552.050300
32.480000,0.750000,3.000000,3.750000,3.633079,-0.116921,25.799023,549.144688,25.951066,553.304744
32.528333,0.750000,3.000000,3.750000,3.632580,-0.117420,25.793359,550.391504,25.945164,554.558903
32.576667,0.750000,3.000000,3.750000,3.632080,-0.117920,25.787672,551.638046,25.939236,555.812776
32.625000,0.750000,3.000000,3.750000,3.631580,-0.118420,25.781960,552.884312,25.933282,557.066362
32.673333,0.750000,3.000000,3.750000,3.631080,-0.118920,25.776225,554.130302,25.927303,558.319659
32.721667,0.750000,3.000000,3.750000,3.630581,-0.119419,25.770465,555.376013,25.921299,559.572667
32.770000,0.750000,3.000000,3.750000,3.630081,-0.119919,25.764681,556.621446,25.915268,560.825384
32.818333,0.750000,3.000000,3.750000,3.629581,-0.120419,25.758873,557.866598,25.909213,562.077809
32.866667,0.750000,3.000000,3.750000,3.629081,-0.120919,25.753040,559.111470,25.903131,563.329941
32.915000,0.750000,3.000000,3.750000,3.628582,-0.121418,25.747184,560.356058,25.897025,564.581778
32.963333,0.750000,3.000000,3.750000,3.628082,-0.121918,25.741303,561.600364,25.890892,565.833319
33.011667,0.750000,3.000000,3.750000,3.627582,-0.122418,25.735398,562.844384,25.884734,567.084563
33.060000,0.750000,3.000000,3.750000,3.627082,-0.122918,25.729470,564.088118,25.878551,568.335509
33.108333,0.750000,3.000000,3.750000,3.626582,-0.123418,25.723516,565.331565,25.872342,569.586156
33.156667,0.750000,3.000000,3.750000,3.626083,-0.123917,25.717539,566.574724,25.866108,570.836502
33.205000,0.750000,3.000000,3.750000,3.625583,-0.124417,25.711538,567.817593,25.859847,572.086546
33.253333,0.750000,3.000000,3.750000,3.625083,-0.124917,25.705512,569.060172,25.853562,573.336287
33.301667,0.750000,3.000000,3.750000,3.624583,-0.125417,25.699462,570.302459,25.847251,574.585723
33.350000,0.750000,3.000000,3.750000,3.624084,-0.125916,25.693389,571.544453,25.840914,575.834854
33.398333,0.750000,3.000000,3.750000,3.623584,-0.126416,25.687291,572.786153,25.834552,577.083677
33.446667,0.750000,3.000000,3.750000,3.623084,-0.126916,25.681168,574.027557,25.828164,578.332193
33.495000,0.750000,3.000000,3.750000,3.622584,-0.127416,25.675022,575.268665,25.821751,579.580399
33.543333,0.750000,3.000000,3.750000,3.622085,-0.127915,25.668852,576.509475,25.815312,580.828295
33.591667,0.750000,3.000000,3.750000,3.621585,-0.128415,25.662657,577.749987,25.808848,582.075879
33.640000,0.750000,3.000000,3.750000,3.621085,-0.128915,25.656438,578.990198,25.802358,583.323150
33.688333,0.750000,3.000000,3.750000,3.620585,-0.129415,25.650195,580.230109,25.795843,584.570106
33.736667,0.750000,3.000000,3.750000,3.620086,-0.129914,25.643928,581.469717,25.789302,585.816747
33.785000,0.750000,3.000000,3.750000,3.619586,-0.130414,25.637637,582.709021,25.782735,587.063071
33.833333,0.750000,3.000000,3.750000,3.619086,-0.130914,25.631321,583.948021,25.776143,588.309078
33.881667,0.750000,3.000000,3.750000,3.618586,-0.131414,25.624982,585.186715,25.769526,589.554765
33.930000,0.750000,3.000000,3.750000,3.618086,-0.131914,25.618618,586.425102,25.762882,590.800131
33.978333,0.750000,3.000000,3.750000,3.617587,-0.132413,25.612230,587.663181,25.756214,592.045176
34.026667,0.750000,3.000000,3.750000,3.617087,-0.132913,25.605818,588.900950,25.749520,593.289898
34.075000,0.750000,3.000000,3.750000,3.616587,-0.133413,25.599382,590.138409,25.742800,594.534296
34.123333,0.750000,3.000000,3.750000,3.616087,-0.133913,25.592921,591.375556,25.736055,595.778368
34.171667,0.750000,3.000000,3.750000,3.615588,-0.134412,25.586437,592.612391,25.729284,597.022114
34.220000,0.750000,3.000000,3.750000,3.615088,-0.134912,25.579928,593.848911,25.722487,598.265531
34.268333,0.750000,3.000000,3.750000,3.614588,-0.135412,25.573395,595.085117,25.715666,599.508620
34.316667,0.750000,3.000000,3.750000,3.614088,-0.135912,25.566838,596.321006,25.708818,600.751378
34.365000,0.750000,3.000000,3.750000,3.613589,-0.136411,25.560257,597.556577,25.701945,601.993805
34.413333,0.750000,3.000000,3.750000,3.613089,-0.136911,25.553652,598.791830,25.695047,603.235899
34.461667,0.750000,3.000000,3.750000,3.612589,-0.137411,25.547022,600.026763,25.688123,604.477659
34.510000,0.750000,3.000000,3.750000,3.612089,-0.137911,25.540369,601.261375,25.681173,605.719084
34.558333,0.750000,3.000000,3.750000,3.611589,-0.138411,25.533691,602.495665,25.674198,606.960172
34.606667,0.750000,3.000000,3.750000,3.611090,-0.138910,25.526989,603.729631,25.667197,608.200922
34.655000,0.750000,3.000000,3.750000,3.610590,-0.139410,25.520263,604.963273,25.660171,609.441334
34.703333,0.750000,3.000000,3.750000,3.610090,-0.139910,25.513513,606.196589,25.653119,610.681405
34.751667,0.750000,3.000000,3.750000,3.609590,-0.140410,25.506738,607.429579,25.646042,611.921135
34.800000,0.750000,3.000000,3.750000,3.609091,-0.140909,25.499940,608.662240,25.638939,613.160522
34.848333,0.750000,3.000000,3.750000,3.608591,-0.141409,25.493117,609.894572,25.631811,614.399565
34.896667,0.750000,3.000000,3.750000,3.608091,-0.141909,25.486270,611.126574,25.624657,615.638263
34.945000,0.750000,3.000000,3.750000,3.607591,-0.142409,25.479399,612.358245,25.617478,616.876614
34.993333,0.750000,3.000000,3.750000,3.607092,-0.142908,25.472504,613.589582,25.610273,618.114618
35.041667,0.750000,3.000000,3.750000,3.606592,-0.143408,25.465585,614.820586,25.603042,619.352273
35.090000,0.750000,3.000000,3.750000,3.606092,-0.143908,25.458641,616.051255,25.595786,620.589578
35.138333,0.750000,3.000000,3.750000,3.605592,-0.144408,25.451674,617.281587,25.588505,621.826532
35.186667,0.750000,3.000000,3.750000,3.605092,-0.144908,25.444682,618.511583,25.581197,623.063133
35.235000,0.750000,3.000000,3.750000,3.604593,-0.145407,25.437666,619.741239,25.573865,624.299381
35.283333,0.750000,3.000000,3.750000,3.604093,-0.145907,25.430626,620.970557,25.566507,625.535273
35.331667,0.750000,3.000000,3.750000,3.603593,-0.146407,25.423562,622.199533,25.559123,626.770809
35.380000,0.750000,3.000000,3.750000,3.603093,-0.146907,25.416473,623.428167,25.551714,628.005987
35.428333,0.750000,3.000000,3.750000,3.602594,-0.147406,25.409361,624.656458,25.544279,629.240807
35.476667,0.750000,3.000000,3.750000,3.602094,-0.147906,25.402224,625.884405,25.536818,630.475267
35.525000,0.750000,3.000000,3.750000,3.601594,-0.148406,25.395063,627.112006,25.529333,631.709366
35.573333,0.750000,3.000000,3.750000,3.601094,-0.148906,25.387878,628.339260,25.521821,632.943102
35.621667,0.750000,3.000000,3.750000,3.600595,-0.149405,25.380669,629.566167,25.514284,634.176475
35.670000,0.750000,3.000000,3.750000,3.600095,-0.149905,25.373436,630.792724,25.506722,635.409482
35.718333,0.750000,3.000000,3.750000,3.599595,-0.150405,25.366178,632.018931,25.499134,636.642124
35.766667,0.750000,3.000000,3.750000,3.599095,-0.150905,25.358896,633.244787,25.491520,637.874398
35.815000,0.750000,3.000000,3.750000,3.598596,-0.151404,25.351591,634.470291,25.483881,639.106303
35.863333,0.750000,3.000000,3.750000,3.598096,-0.151904,25.344261,635.695441,25.476216,640.337839
35.911667,0.750000,3.000000,3.750000,3.597596,-0.152404,25.336907,636.920235,25.468526,641.569004
35.960000,0.750000,3.000000,3.750000,3.597096,-0.152904,25.329528,638.144674,25.460810,642.799796
36.008333,0.750000,3.000000,3.750000,3.596596,-0.153404,25.322126,639.368756,25.453069,644.030215
36.056667,0.750000,3.000000,3.750000,3.596097,-0.153903,25.314699,640.592479,25.445302,645.260259
36.105000,0.750000,3.000000,3.750000,3.595597,-0.154403,25.307249,641.815843,25.437510,646.489927
36.153333,0.750000,3.000000,3.750000,3.595097,-0.154903,25.299774,643.038846,25.429692,647.719217
36.201667,0.750000,3.000000,3.750000,3.594597,-0.155403,25.292275,644.261487,25.421849,648.948130
36.250000,0.750000,3.000000,3.750000,3.594098,-0.155902,25.284751,645.483765,25.413980,650.176662
36.298333,0.750000,3.000000,3.750000,3.593598,-0.156402,25.277204,646.705679,25.406085,651.404814
36.346667,0.750000,3.000000,3.750000,3.593098,-0.156902,25.269632,647.927228,25.398165,652.632583
36.395000,0.750000,3.000000,3.750000,3.592598,-0.157402,25.262037,649.148410,25.390219,653.859969
36.443333,0.750000,3.000000,3.750000,3.592099,-0.157901,25.254417,650.369224,25.382248,655.086970
36.491667,0.750000,3.000000,3.750000,3.591599,-0.158401,25.246773,651.589669,25.374252,656.313586
36.540000,0.750000,3.000000,3.750000,3.591099,-0.158901,25.239105,652.809745,25.366229,657.539814
36.588333,0.750000,3.000000,3.750000,3.590599,-0.159401,25.231413,654.029449,25.358182,658.765654
36.636667,0.750000,3.000000,3.750000,3.590099,-0.159901,25.223696,655.248781,25.350108,659.991104
36.685000,0.750000,3.000000,3.750000,3.589600,-0.160400,25.215956,656.467739,25.342010,661.216164
36.733333,0.750000,3.000000,3.750000,3.589100,-0.160900,25.208191,657.686323,25.333885,662.440831
36.781667,0.750000,3.000000,3.750000,3.588600,-0.161400,25.200402,658.904530,25.325735,663.665105
36.830000,0.750000,3.000000,3.750000,3.588100,-0.161900,25.192589,660.122361,25.317560,664.888985
36.878333,0.750000,3.000000,3.750000,3.587601,-0.162399,25.184752,661.339813,25.309359,666.112469
36.926667,0.750000,3.000000,3.750000,3.587101,-0.162899,25.176890,662.556886,25.301132,667.335556
36.975000,0.750000,3.000000,3.750000,3.586601,-0.163399,25.169005,663.773579,25.292880,668.558244
37.023333,0.750000,3.000000,3.750000,3.586101,-0.163899,25.161095,664.989889,25.284603,669.780534
37.071667,0.750000,3.000000,3.750000,3.585602,-0.164398,25.153161,666.205817,25.276300,671.002422
37.120000,0.750000,3.000000,3.750000,3.585102,-0.164898,25.145203,667.421361,25.267971,672.223909
37.168333,0.750000,3.000000,3.750000,3.584602,-0.165398,25.137221,668.636520,25.259617,673.444992
37.216667,0.750000,3.000000,3.750000,3.584102,-0.165898,25.129215,669.851292,25.251237,674.665671
37.265000,0.750000,3.000000,3.750000,3.583602,-0.166398,25.121184,671.065677,25.242832,675.885944
37.313333,0.750000,3.000000,3.750000,3.583103,-0.166897,25.113130,672.279672,25.234401,677.105811
37.361667,0.750000,3.000000,3.750000,3.582603,-0.167397,25.105051,673.493278,25.225945,678.325269
37.410000,0.750000,3.000000,3.750000,3.582103,-0.167897,25.096948,674.706493,25.217463,679.544318
37.458333,0.750000,3.000000,3.750000,3.581603,-0.168397,25.088821,675.919316,25.208955,680.762957
37.506667,0.750000,3.000000,3.750000,3.581104,-0.168896,25.080669,677.131746,25.200422,681.981183
37.555000,0.750000,3.000000,3.750000,3.580604,-0.169396,25.072494,678.343780,25.191864,683.198997
37.603333,0.750000,3.000000,3.750000,3.580104,-0.169896,25.064295,679.555419,25.183280,684.416396
37.651667,0.750000,3.000000,3.750000,3.579604,-0.170396,25.056071,680.766662,25.174670,685.633380
37.700000,0.750000,3.000000,3.750000,3.579105,-0.170895,25.047823,681.977506,25.166035,686.849947
37.748333,0.750000,3.000000,3.750000,3.578605,-0.171395,25.039551,683.187951,25.157374,688.066096
37.796667,0.750000,3.000000,3.750000,3.578105,-0.171895,25.031255,684.397995,25.148688,689.281826
37.845000,0.750000,3.000000,3.750000,3.577605,-0.172395,25.022934,685.607638,25.139976,690.497135
37.893333,0.750000,3.000000,3.750000,3.577106,-0.172894,25.014590,686.816878,25.131239,691.712023
37.941667,0.750000,3.000000,3.750000,3.576606,-0.173394,25.006221,688.025714,25.122476,692.926488
37.990000,0.750000,3.000000,3.750000,3.576106,-0.173894,24.997828,689.234146,25.113688,694.140528
38.038333,0.750000,3.000000,3.750000,3.575606,-0.174394,24.989412,690.442170,25.104874,695.354144
38.086667,0.750000,3.000000,3.750000,3.575106,-0.174894,24.980970,691.649788,25.096034,696.567332
38.135000,0.750000,3.000000,3.750000,3.574607,-0.175393,24.972505,692.856997,25.087169,697.780093
38.183333,0.750000,3.000000,3.750000,3.574107,-0.175893,24.964016,694.063796,25.078279,698.992425
38.231667,0.750000,3.000000,3.750000,3.573607,-0.176393,24.955502,695.270185,25.069363,700.204326
38.280000,0.750000,3.000000,3.750000,3.573107,-0.176893,24.946964,696.476161,25.060421,701.415796
38.328333,0.750000,3.000000,3.750000,3.572608,-0.177392,24.938403,697.681724,25.051454,702.626833
38.376667,0.750000,3.000000,3.750000,3.572108,-0.177892,24.929816,698.886873,25.042461,703.837436
38.425000,0.750000,3.000000,3.750000,3.571608,-0.178392,24.921206,700.091606,25.033443,705.047603
38.473333,0.750000,3.000000,3.750000,3.571108,-0.178892,24.912572,701.295922,25.024399,706.257335
38.521667,0.750000,3.000000,3.750000,3.570609,-0.179391,24.903913,702.499820,25.015330,707.466628
38.570000,0.750000,3.000000,3.750000,3.570109,-0.179891,24.895231,703.703300,25.006235,708.675482
38.618333,0.750000,3.000000,3.750000,3.569609,-0.180391,24.886524,704.906359,24.997115,709.883897
38.666667,0.750000,3.000000,3.750000,3.569109,-0.180891,24.877793,706.108996,24.987969,711.091870
38.715000,0.750000,3.000000,3.750000,3.568609,-0.181391,24.869038,707.311211,24.978798,712.299400
38.763333,0.750000,3.000000,3.750000,3.568110,-0.181890,24.860259,708.513003,24.969601,713.506486
38.811667,0.750000,3.000000,3.750000,3.567610,-0.182390,24.851455,709.714369,24.960378,714.713127
38.860000,0.750000,3.000000,3.750000,3.567110,-0.182890,24.842627,710.915310,24.951130,715.919322
38.908333,0.750000,3.000000,3.750000,3.566610,-0.183390,24.833776,712.115823,24.941856,717.125069
38.956667,0.750000,3.000000,3.750000,3.566111,-0.183889,24.824900,713.315907,24.932557,718.330368
39.005000,0.750000,3.000000,3.750000,3.565611,-0.184389,24.816000,714.515562,24.923233,719.535216
39.053333,0.750000,3.000000,3.750000,3.565111,-0.184889,24.807076,715.714787,24.913882,720.739613
39.101667,0.750000,3.000000,3.750000,3.564611,-0.185389,24.798127,716.913579,24.904507,721.943557
39.150000,0.750000,3.000000,3.750000,3.564112,-0.185888,24.789155,718.111938,24.895105,723.147048
39.198333,0.750000,3.000000,3.750000,3.563612,-0.186388,24.780158,719.309863,24.885679,724.350083
39.246667,0.750000,3.000000,3.750000,3.563112,-0.186888,24.771137,720.507353,24.876226,725.552663
39.295000,0.750000,3.000000,3.750000,3.562612,-0.187388,24.762092,721.704406,24.866748,726.754785
39.343333,0.750000,3.000000,3.750000,3.562112,-0.187888,24.753023,722.901021,24.857245,727.956448
39.391667,0.750000,3.000000,3.750000,3.561613,-0.188387,24.743930,724.097198,24.847716,729.157651
39.440000,0.750000,3.000000,3.750000,3.561113,-0.188887,24.734812,725.292934,24.838161,730.358393
39.488333,0.750000,3.000000,3.750000,3.560613,-0.189387,24.725671,726.488229,24.828581,731.558673
39.536667,0.750000,3.000000,3.750000,3.560113,-0.189887,24.716505,727.683082,24.818976,732.758489
39.585000,0.750000,3.000000,3.750000,3.559614,-0.190386,24.707315,728.877491,24.809344,733.957840
39.633333,0.750000,3.000000,3.750000,3.559114,-0.190886,24.698101,730.071455,24.799688,735.156725
39.681667,0.750000,3.000000,3.750000,3.558614,-0.191386,24.688863,731.264973,24.790005,736.355142
39.730000,0.750000,3.000000,3.750000,3.558114,-0.191886,24.679600,732.458044,24.780298,737.553091
39.778333,0.750000,3.000000,3.750000,3.557615,-0.192385,24.670314,733.650667,24.770564,738.750570
39.826667,0.750000,3.000000,3.750000,3.557115,-0.192885,24.661003,734.842841,24.760806,739.947578
39.875000,0.750000,3.000000,3.750000,3.556615,-0.193385,24.651668,736.034563,24.751021,741.144114
39.923333,0.750000,3.000000,3.750000,3.556115,-0.193885,24.642309,737.225835,24.741211,742.340177
39.971667,0.750000,3.000000,3.750000,3.555616,-0.194384,24.632926,738.416653,24.731376,743.535764
40.020000,0.750000,3.000000,3.750000,3.555116,-0.194884,24.623519,739.607017,24.721515,744.730876
40.068333,0.750000,3.000000,3.750000,3.554616,-0.195384,24.614087,740.796926,24.711628,745.925510
40.116667,0.750000,3.000000,3.750000,3.554116,-0.195884,24.604631,741.986378,24.701716,747.119666
40.165000,0.750000,3.000000,3.750000,3.553616,-0.196384,24.595152,743.175373,24.691779,748.313342
40.213333,0.750000,3.000000,3.750000,3.553117,-0.196883,24.585648,744.363909,24.681815,749.506537
40.261667,0.750000,3.000000,3.750000,3.552617,-0.197383,24.576120,745.551985,24.671827,750.699250
40.310000,0.750000,3.000000,3.750000,3.552117,-0.197883,24.566567,746.739600,24.661813,751.891480
40.358333,0.750000,3.000000,3.750000,3.551617,-0.198383,24.556991,747.926752,24.651773,753.083225
40.406667,0.750000,3.000000,3.750000,3.551118,-0.198882,24.547390,749.113442,24.641707,754.274484
40.455000,0.750000,3.000000,3.750000,3.550618,-0.199382,24.537766,750.299666,24.631617,755.465256
40.503333,0.750000,3.000000,3.750000,3.550118,-0.199882,24.528117,751.485425,24.621500,756.655539
40.551667,0.750000,3.000000,3.750000,3.549618,-0.200382,24.518444,752.670717,24.611358,757.845334
40.600000,0.750000,3.000000,3.750000,3.549119,-0.200881,24.508746,753.855541,24.601191,759.034637
40.648333,0.750000,3.000000,3.750000,3.548619,-0.201381,24.499025,755.039895,24.590998,760.223448
40.696667,0.750000,3.000000,3.750000,3.548119,-0.201881,24.489280,756.223779,24.580779,761.411766
40.745000,0.750000,3.000000,3.750000,3.547619,-0.202381,24.479510,757.407192,24.570535,762.599589
40.793333,0.750000,3.000000,3.750000,3.547119,-0.202881,24.469716,758.590131,24.560266,763.786917
40.841667,0.750000,3.000000,3.750000,3.546620,-0.203380,24.459898,759.772597,24.549970,764.973748
40.890000,0.750000,3.000000,3.750000,3.546120,-0.203880,24.450056,760.954587,24.539650,766.160080
40.938333,0.750000,3.000000,3.750000,3.545620,-0.204380,24.440190,762.136102,24.529304,767.345913
40.986667,0.750000,3.000000,3.750000,3.545120,-0.204880,24.430299,763.317139,24.518932,768.531246
41.035000,0.750000,3.000000,3.750000,3.544621,-0.205379,24.420385,764.497697,24.508534,769.716076
41.083333,0.750000,3.000000,3.750000,3.544121,-0.205879,24.410446,765.677775,24.498112,770.900403
41.131667,0.750000,3.000000,3.750000,3.543621,-0.206379,24.400483,766.857373,24.487663,772.084226
41.180000,0.750000,3.000000,3.750000,3.543121,-0.206879,24.390496,768.036488,24.477189,773.267544
41.228333,0.750000,3.000000,3.750000,3.542622,-0.207378,24.380485,769.215120,24.466690,774.450354
41.276667,0.750000,3.000000,3.750000,3.542122,-0.207878,24.370449,770.393268,24.456165,775.632656
41.325000,0.750000,3.000000,3.750000,3.541622,-0.208378,24.360390,771.570929,24.445614,776.814449
41.373333,0.750000,3.000000,3.750000,3.541122,-0.208878,24.350306,772.748105,24.435038,777.995732
41.421667,0.750000,3.000000,3.750000,3.540622,-0.209378,24.340198,773.924792,24.424437,779.176502
41.470000,0.750000,3.000000,3.750000,3.540123,-0.209877,24.330066,775.100990,24.413809,780.356760
41.518333,0.750000,3.000000,3.750000,3.539623,-0.210377,24.319910,776.276698,24.403157,781.536503
41.566667,0.750000,3.000000,3.750000,3.539123,-0.210877,24.309730,777.451914,24.392478,782.715731
41.615000,0.750000,3.000000,3.750000,3.538623,-0.211377,24.299525,778.626638,24.381775,783.894442
41.663333,0.750000,3.000000,3.750000,3.538124,-0.211876,24.289297,779.800867,24.371045,785.072635
41.711667,0.750000,3.000000,3.750000,3.537624,-0.212376,24.279044,780.974602,24.360291,786.250309
41.760000,0.750000,3.000000,3.750000,3.537124,-0.212876,24.268767,782.147841,24.349510,787.427463
41.808333,0.750000,3.000000,3.750000,3.536624,-0.213376,24.258466,783.320583,24.338704,788.604095
41.856667,0.750000,3.000000,3.750000,3.536125,-0.213875,24.248141,784.492826,24.327873,789.780204
41.905000,0.750000,3.000000,3.750000,3.535625,-0.214375,24.237791,785.664569,24.317016,790.955788
41.953333,0.750000,3.000000,3.750000,3.535125,-0.214875,24.227418,786.835812,24.306133,792.130848
42.001667,0.750000,3.000000,3.750000,3.534625,-0.215375,24.217020,788.006552,24.295225,793.305381
42.050000,0.750000,3.000000,3.750000,3.534126,-0.215874,24.206598,789.176790,24.284291,794.479386
42.098333,0.750000,3.000000,3.750000,3.533626,-0.216374,24.196152,790.346523,24.273332,795.652862
42.146667,0.750000,3.000000,3.750000,3.533126,-0.216874,24.185682,791.515750,24.262348,796.825807
42.195000,0.750000,3.000000,3.750000,3.532626,-0.217374,24.175188,792.684471,24.251337,797.998221
42.243333,0.750000,3.000000,3.750000,3.532126,-0.217874,24.164669,793.852685,24.240302,799.170103
42.291667,0.750000,3.000000,3.750000,3.531627,-0.218373,24.154127,795.020389,24.229240,800.341450
42.340000,0.750000,3.000000,3.750000,3.531127,-0.218873,24.143560,796.187583,24.218153,801.512262
42.388333,0.750000,3.000000,3.750000,3.530627,-0.219373,24.132969,797.354266,24.207041,802.682537
42.436667,0.750000,3.000000,3.750000,3.530127,-0.219873,24.122354,798.520436,24.195903,803.852275
42.485000,0.750000,3.000000,3.750000,3.529628,-0.220372,24.111715,799.686093,24.184740,805.021474
42.533333,0.750000,3.000000,3.750000,3.529128,-0.220872,24.101051,800.851235,24.173551,806.190133
42.581667,0.750000,3.000000,3.750000,3.528628,-0.221372,24.090364,802.015860,24.162336,807.358250
42.630000,0.750000,3.000000,3.750000,3.528128,-0.221872,24.079652,803.179969,24.151096,808.525825
42.678333,0.750000,3.000000,3.750000,3.527629,-0.222371,24.068916,804.343560,24.139830,809.692855
42.726667,0.750000,3.000000,3.750000,3.527129,-0.222871,24.058156,805.506630,24.128539,810.859341
42.775000,0.750000,3.000000,3.750000,3.526629,-0.223371,24.047372,806.669181,24.117222,812.025280
42.823333,0.750000,3.000000,3.750000,3.526129,-0.223871,24.036564,807.831209,24.105880,813.190672
42.871667,0.750000,3.000000,3.750000,3.525629,-0.224371,24.025731,808.992715,24.094512,814.355515
42.920000,0.750000,3.000000,3.750000,3.525130,-0.224870,24.014874,810.153696,24.083119,815.519807
42.968333,0.750000,3.000000,3.750000,3.524630,-0.225370,24.003994,811.314152,24.071700,816.683549
43.016667,0.750000,3.000000,3.750000,3.524130,-0.225870,23.993089,812.474081,24.060256,817.846738
43.065000,0.750000,3.000000,3.750000,3.523630,-0.226370,23.982159,813.633483,24.048786,819.009373
43.113333,0.750000,3.000000,3.750000,3.523131,-0.226869,23.971206,814.792356,24.037290,820.171453
43.161667,0.750000,3.000000,3.750000,3.522631,-0.227369,23.960229,815.950699,24.025769,821.332977
43.210000,0.750000,3.000000,3.750000,3.522131,-0.227869,23.949227,817.108511,24.014223,822.493944
43.258333,0.750000,3.000000,3.750000,3.521631,-0.228369,23.938201,818.265791,24.002651,823.654351
43.306667,0.750000,3.000000,3.750000,3.521132,-0.228868,23.927152,819.422537,23.991053,824.814199
43.355000,0.750000,3.000000,3.750000,3.520632,-0.229368,23.916077,820.578748,23.979430,825.973486
43.403333,0.750000,3.000000,3.750000,3.520132,-0.229868,23.904979,821.734424,23.967781,827.132210
43.451667,0.750000,3.000000,3.750000,3.519632,-0.230368,23.893857,822.889562,23.956107,828.290371
43.500000,0.750000,3.000000,3.750000,3.519132,-0.230868,23.882710,824.044162,23.944407,829.447966
43.548333,0.750000,3.000000,3.750000,3.518633,-0.231367,23.871540,825.198223,23.932682,830.604996
43.596667,0.750000,3.000000,3.750000,3.518133,-0.231867,23.860345,826.351744,23.920931,831.761458
43.645000,0.750000,3.000000,3.750000,3.517633,-0.232367,23.849126,827.504723,23.909155,832.917352
43.693333,0.750000,3.000000,3.750000,3.517133,-0.232867,23.837883,828.657159,23.897353,834.072676
43.741667,0.750000,3.000000,3.750000,3.516634,-0.233366,23.826615,829.809051,23.885525,835.227429
43.790000,0.750000,3.000000,3.750000,3.516134,-0.233866,23.815324,830.960398,23.873672,836.381610
43.838333,0.750000,3.000000,3.750000,3.515634,-0.234366,23.804008,832.111198,23.861794,837.535217
43.886667,0.750000,3.000000,3.750000,3.515134,-0.234866,23.792669,833.261451,23.849889,838.688249
43.935000,0.750000,3.000000,3.750000,3.514635,-0.235365,23.781305,834.411156,23.837960,839.840705
43.983333,0.750000,3.000000,3.750000,3.514135,-0.235865,23.769917,835.560310,23.826005,840.992584
44.031667,0.750000,3.000000,3.750000,3.513635,-0.236365,23.758504,836.708914,23.814024,842.143885
44.080000,0.750000,3.000000,3.750000,3.513135,-0.236865,23.747068,837.856965,23.802018,843.294606
44.128333,0.750000,3.000000,3.750000,3.512636,-0.237364,23.735608,839.004463,23.789986,844.444746
44.176667,0.750000,3.000000,3.750000,3.512136,-0.237864,23.724123,840.151407,23.777929,845.594304
