x,W,c,g,p,q,Fs,Mb,Fs_nomoon,Mb_nomoon
44.225000,0.750000,3.000000,3.750000,3.511636,-0.238364,23.712614,841.297794,23.765846,846.743279
44.273333,0.750000,3.000000,3.750000,3.511136,-0.238864,23.701081,842.443625,23.753737,847.891669
44.321667,0.750000,3.000000,3.750000,3.510636,-0.239364,23.689524,843.588898,23.741603,849.039473
44.370000,0.750000,3.000000,3.750000,3.510137,-0.239863,23.677942,844.733612,23.729444,850.186690
44.418333,0.750000,3.000000,3.750000,3.509637,-0.240363,23.666337,845.877766,23.717259,851.333318
44.466667,0.750000,3.000000,3.750000,3.509137,-0.240863,23.654707,847.021357,23.705048,852.479357
44.515000,0.750000,3.000000,3.750000,3.508637,-0.241363,23.643054,848.164387,23.692812,853.624806
44.563333,0.750000,3.000000,3.750000,3.508138,-0.241862,23.631376,849.306852,23.680550,854.769662
44.611667,0.750000,3.000000,3.750000,3.507638,-0.242362,23.619674,850.448752,23.668263,855.913925
44.660000,0.750000,3.000000,3.750000,3.507138,-0.242862,23.607947,851.590087,23.655951,857.057593
44.708333,0.750000,3.000000,3.750000,3.506638,-0.243362,23.596197,852.730853,23.643612,858.200666
44.756667,0.750000,3.000000,3.750000,3.506139,-0.243861,23.584422,853.871052,23.631248,859.343142
44.805000,0.750000,3.000000,3.750000,3.505639,-0.244361,23.572624,855.010680,23.618859,860.485020
44.853333,0.750000,3.000000,3.750000,3.505139,-0.244861,23.560801,856.149738,23.606444,861.626298
44.901667,0.750000,3.000000,3.750000,3.504639,-0.245361,23.548954,857.288224,23.594004,862.766975
44.950000,0.750000,3.000000,3.750000,3.504139,-0.245861,23.537083,858.426136,23.581538,863.907051
44.998333,0.750000,3.000000,3.750000,3.503640,-0.246360,23.525187,859.563475,23.569046,865.046523
45.046667,0.750000,3.000000,3.750000,3.503140,-0.246860,23.513268,860.700237,23.556529,866.185391
45.095000,0.750000,3.000000,3.750000,3.502640,-0.247360,23.501324,861.836423,23.543987,867.323654
45.143333,0.750000,3.000000,3.750000,3.502140,-0.247860,23.489356,862.972031,23.531419,868.461310
45.191667,0.750000,3.000000,3.750000,3.501641,-0.248359,23.477364,864.107060,23.518825,869.598357
45.240000,0.750000,3.000000,3.750000,3.501141,-0.248859,23.465348,865.241509,23.506206,870.734795
45.288333,0.750000,3.000000,3.750000,3.500641,-0.249359,23.453308,866.375377,23.493561,871.870623
45.336667,0.750000,3.000000,3.750000,3.500141,-0.249859,23.441244,867.508662,23.480891,873.005839
45.385000,0.750000,3.000000,3.750000,3.499642,-0.250358,23.429155,868.641363,23.468195,874.140442
45.433333,0.750000,3.000000,3.750000,3.499142,-0.250858,23.417042,869.773479,23.455474,875.274431
45.481667,0.750000,3.000000,3.750000,3.498642,-0.251358,23.404905,870.905010,23.442727,876.407804
45.530000,0.750000,3.000000,3.750000,3.498142,-0.251858,23.392744,872.035953,23.429954,877.540560
45.578333,0.750000,3.000000,3.750000,3.497642,-0.252358,23.380559,873.166308,23.417156,878.672699
45.626667,0.750000,3.000000,3.750000,3.497143,-0.252857,23.368350,874.296073,23.404333,879.804218
45.675000,0.750000,3.000000,3.750000,3.496643,-0.253357,23.356116,875.425248,23.391484,880.935117
45.723333,0.750000,3.000000,3.750000,3.496143,-0.253857,23.343859,876.553831,23.378609,882.065394
45.771667,0.750000,3.000000,3.750000,3.495643,-0.254357,23.331577,877.681820,23.365709,883.195049
45.820000,0.750000,3.000000,3.750000,3.495144,-0.254856,23.319271,878.809216,23.352784,884.324079
45.868333,0.750000,3.000000,3.750000,3.494644,-0.255356,23.306941,879.936016,23.339832,885.452484
45.916667,0.750000,3.000000,3.750000,3.494144,-0.255856,23.294586,881.062219,23.326856,886.580262
45.965000,0.750000,3.000000,3.750000,3.493644,-0.256356,23.282208,882.187825,23.313853,887.707412
46.013333,0.750000,3.000000,3.750000,3.493145,-0.256855,23.269805,883.312832,23.300826,888.833934
46.061667,0.750000,3.000000,3.750000,3.492645,-0.257355,23.257378,884.437239,23.287772,889.959825
46.110000,0.750000,3.000000,3.750000,3.492145,-0.257855,23.244928,885.561045,23.274693,891.085085
46.158333,0.750000,3.000000,3.750000,3.491645,-0.258355,23.232453,886.684248,23.261589,892.209711
46.206667,0.750000,3.000000,3.750000,3.491146,-0.258854,23.219953,887.806848,23.248459,893.333704
46.255000,0.750000,3.000000,3.750000,3.490646,-0.259354,23.207430,888.928843,23.235304,894.457062
46.303333,0.750000,3.000000,3.750000,3.490146,-0.259854,23.194882,890.050232,23.222122,895.579783
46.351667,0.750000,3.000000,3.750000,3.489646,-0.260354,23.182311,891.171014,23.208916,896.701866
46.400000,0.750000,3.000000,3.750000,3.489146,-0.260854,23.169715,892.291188,23.195684,897.823311
46.448333,0.750000,3.000000,3.750000,3.488647,-0.261353,23.157095,893.410753,23.182426,898.944115
46.496667,0.750000,3.000000,3.750000,3.488147,-0.261853,23.144451,894.529707,23.169143,900.064278
46.545000,0.750000,3.000000,3.750000,3.487647,-0.262353,23.131782,895.648049,23.155834,901.183798
46.593333,0.750000,3.000000,3.750000,3.487147,-0.262853,23.119090,896.765779,23.142500,902.302675
46.641667,0.750000,3.000000,3.750000,3.486648,-0.263352,23.106373,897.882894,23.129140,903.420906
46.690000,0.750000,3.000000,3.750000,3.486148,-0.263852,23.093633,898.999394,23.115755,904.538491
46.738333,0.750000,3.000000,3.750000,3.485648,-0.264352,23.080868,900.115278,23.102344,905.655428
46.786667,0.750000,3.000000,3.750000,3.485148,-0.264852,23.068078,901.230544,23.088907,906.771717
46.835000,0.750000,3.000000,3.750000,3.484649,-0.265351,23.055265,902.345192,23.075445,907.887356
46.883333,0.750000,3.000000,3.750000,3.484149,-0.265851,23.042428,903.459219,23.061958,909.002343
46.931667,0.750000,3.000000,3.750000,3.483649,-0.266351,23.029566,904.572626,23.048445,910.116678
46.980000,0.750000,3.000000,3.750000,3.483149,-0.266851,23.016681,905.685410,23.034906,911.230359
47.028333,0.750000,3.000000,3.750000,3.482649,-0.267351,23.003771,906.797571,23.021342,912.343385
47.076667,0.750000,3.000000,3.750000,3.482150,-0.267850,22.990837,907.909107,23.007753,913.455754
47.125000,0.750000,3.000000,3.750000,3.481650,-0.268350,22.977879,909.020018,22.994137,914.567467
47.173333,0.750000,3.000000,3.750000,3.481150,-0.268850,22.964896,910.130302,22.980497,915.678520
47.221667,0.750000,3.000000,3.750000,3.480650,-0.269350,22.951890,911.239957,22.966830,916.788914
47.270000,0.750000,3.000000,3.750000,3.480151,-0.269849,22.938859,912.348984,22.953139,917.898647
47.318333,0.750000,3.000000,3.750000,3.479651,-0.270349,22.925804,913.457380,22.939421,919.007717
47.366667,0.750000,3.000000,3.750000,3.479151,-0.270849,22.912725,914.565144,22.925678,920.116123
47.415000,0.750000,3.000000,3.750000,3.478651,-0.271349,22.899622,915.672276,22.911910,921.223865
47.463333,0.750000,3.000000,3.750000,3.478152,-0.271848,22.886495,916.778774,22.898116,922.330941
47.511667,0.750000,3.000000,3.750000,3.477652,-0.272348,22.873344,917.884637,22.884296,923.437349
47.560000,0.750000,3.000000,3.750000,3.477152,-0.272848,22.860168,918.989863,22.870451,924.543089
47.608333,0.750000,3.000000,3.750000,3.476652,-0.273348,22.846968,920.094452,22.856581,925.648159
47.656667,0.750000,3.000000,3.750000,3.476152,-0.273848,22.833744,921.198403,22.842685,926.752558
47.705000,0.750000,3.000000,3.750000,3.475653,-0.274347,22.820496,922.301714,22.828763,927.856284
47.753333,0.750000,3.000000,3.750000,3.475153,-0.274847,22.807224,923.404384,22.814816,928.959337
47.801667,0.750000,3.000000,3.750000,3.474653,-0.275347,22.793928,924.506411,22.800843,930.061716
47.850000,0.750000,3.000000,3.750000,3.474153,-0.275847,22.780607,925.607796,22.786845,931.163418
47.898333,0.750000,3.000000,3.750000,3.473654,-0.276346,22.767263,926.708536,22.772821,932.264444
47.946667,0.750000,3.000000,3.750000,3.473154,-0.276846,22.753894,927.808631,22.758772,933.364790
47.995000,0.750000,3.000000,3.750000,3.472654,-0.277346,22.740501,928.908079,22.744697,934.464458
48.043333,0.750000,3.000000,3.750000,3.472154,-0.277846,22.727084,930.006879,22.730596,935.563444
48.091667,0.750000,3.000000,3.750000,3.471655,-0.278345,22.713642,931.105029,22.716470,936.661748
48.140000,0.750000,3.000000,3.750000,3.471155,-0.278845,22.700177,932.202530,22.702319,937.759369
48.188333,0.750000,3.000000,3.750000,3.470655,-0.279345,22.686687,933.299379,22.688142,938.856305
48.236667,0.750000,3.000000,3.750000,3.470155,-0.279845,22.673174,934.395576,22.673939,939.952555
48.285000,0.750000,3.000000,3.750000,3.469656,-0.280344,22.659636,935.491119,22.659711,941.048118
48.333333,0.750000,4.000000,4.750000,3.469156,-1.280844,22.621907,936.585423,22.621291,942.142409
48.381667,0.750000,4.000000,4.750000,3.468656,-1.281344,22.559987,937.677319,22.558678,943.234258
48.430000,0.750000,4.000000,4.750000,3.468156,-1.281844,22.498044,938.766221,22.496040,944.323081
48.478333,0.750000,4.000000,4.750000,3.467656,-1.282344,22.436076,939.852129,22.433376,945.408875
48.526667,0.750000,4.000000,4.750000,3.467157,-1.282843,22.374084,940.935041,22.370687,946.491640
48.575000,0.750000,4.000000,4.750000,3.466657,-1.283343,22.312068,942.014956,22.307973,947.571374
48.623333,0.750000,4.000000,4.750000,3.466157,-1.283843,22.250027,943.091874,22.245232,948.648077
48.671667,0.750000,4.000000,4.750000,3.465657,-1.284343,22.187963,944.165792,22.182467,949.721746
48.720000,0.750000,4.000000,4.750000,3.465158,-1.284842,22.125874,945.236709,22.119675,950.792381
48.768333,0.750000,4.000000,4.750000,3.464658,-1.285342,22.063761,946.304626,22.056858,951.859981
48.816667,0.750000,4.000000,4.750000,3.464158,-1.285842,22.001624,947.369539,21.994016,952.924543
48.865000,0.750000,4.000000,4.750000,3.463658,-1.286342,21.939463,948.431449,21.931148,953.986068
48.913333,0.750000,4.000000,4.750000,3.463159,-1.286841,21.877278,949.490353,21.868255,955.044554
48.961667,0.750000,4.000000,4.750000,3.462659,-1.287341,21.815069,950.546252,21.805336,956.099999
49.010000,0.750000,4.000000,4.750000,3.462159,-1.287841,21.752835,951.599143,21.742391,957.152402
49.058333,0.750000,4.000000,4.750000,3.461659,-1.288341,21.690577,952.649025,21.679421,958.201763
49.106667,0.750000,4.000000,4.750000,3.461159,-1.288841,21.628295,953.695898,21.616425,959.248079
49.155000,0.750000,4.000000,4.750000,3.460660,-1.289340,21.565989,954.739760,21.553404,960.291350
49.203333,0.750000,4.000000,4.750000,3.460160,-1.289840,21.503659,955.780610,21.490357,961.331574
49.251667,0.750000,4.000000,4.750000,3.459660,-1.290340,21.441305,956.818446,21.427285,962.368750
49.300000,0.750000,4.000000,4.750000,3.459160,-1.290840,21.378926,957.853269,21.364187,963.402878
49.348333,0.750000,4.000000,4.750000,3.458661,-1.291339,21.316524,958.885075,21.301064,964.433955
49.396667,0.750000,4.000000,4.750000,3.458161,-1.291839,21.254097,959.913865,21.237915,965.461980
49.445000,0.750000,4.000000,4.750000,3.457661,-1.292339,21.191646,960.939637,21.174741,966.486952
49.493333,0.750000,4.000000,4.750000,3.457161,-1.292839,21.129171,961.962391,21.111541,967.508871
49.541667,0.750000,4.000000,4.750000,3.456662,-1.293338,21.066672,962.982123,21.048315,968.527734
49.590000,0.750000,4.000000,4.750000,3.456162,-1.293838,21.004148,963.998835,20.985064,969.543541
49.638333,0.750000,4.000000,4.750000,3.455662,-1.294338,20.941601,965.012524,20.921788,970.556290
49.686667,0.750000,4.000000,4.750000,3.455162,-1.294838,20.879029,966.023189,20.858486,971.565980
49.735000,0.750000,4.000000,4.750000,3.454662,-1.295338,20.816433,967.030829,20.795158,972.572609
49.783333,0.750000,4.000000,4.750000,3.454163,-1.295837,20.753813,968.035444,20.731805,973.576178
49.831667,0.750000,4.000000,4.750000,3.453663,-1.296337,20.691169,969.037031,20.668426,974.576683
49.880000,0.750000,4.000000,4.750000,3.453163,-1.296837,20.628500,970.035589,20.605022,975.574125
49.928333,0.750000,4.000000,4.750000,3.452663,-1.297337,20.565808,971.031118,20.541592,976.568501
49.976667,0.750000,4.000000,4.750000,3.452164,-1.297836,20.503091,972.023617,20.478137,977.559812
50.025000,0.750000,4.000000,4.750000,3.451664,-1.298336,20.440350,973.013083,20.414656,978.548054
50.073333,0.750000,4.000000,4.750000,3.451164,-1.298836,20.377585,973.999517,20.351150,979.533228
50.121667,0.750000,4.000000,4.750000,3.450664,-1.299336,20.314796,974.982916,20.287618,980.515331
50.170000,0.750000,4.000000,4.750000,3.450165,-1.299835,20.251983,975.963280,20.224060,981.494363
50.218333,0.750000,4.000000,4.750000,3.449665,-1.300335,20.189145,976.940607,20.160477,982.470323
50.266667,0.750000,4.000000,4.750000,3.449165,-1.300835,20.126284,977.914897,20.096869,983.443209
50.315000,0.750000,4.000000,4.750000,3.448665,-1.301335,20.063398,978.886147,20.033235,984.413020
50.363333,0.750000,4.000000,4.750000,3.448166,-1.301834,20.000488,979.854358,19.969575,985.379754
50.411667,0.750000,4.000000,4.750000,3.447666,-1.302334,19.937554,980.819527,19.905890,986.343411
50.460000,0.750000,4.000000,4.750000,3.447166,-1.302834,19.874596,981.781654,19.842179,987.303990
50.508333,0.750000,4.000000,4.750000,3.446666,-1.303334,19.811613,982.740737,19.778443,988.261488
50.556667,0.750000,4.000000,4.750000,3.446166,-1.303834,19.748607,983.696776,19.714681,989.215905
50.605000,0.750000,4.000000,4.750000,3.445667,-1.304333,19.685576,984.649769,19.650894,990.167240
50.653333,0.750000,4.000000,4.750000,3.445167,-1.304833,19.622521,985.599715,19.587081,991.115491
50.701667,0.750000,4.000000,4.750000,3.444667,-1.305333,19.559442,986.546612,19.523243,992.060657
50.750000,0.750000,4.000000,4.750000,3.444167,-1.305833,19.496339,987.490460,19.459379,993.002737
50.798333,0.750000,4.000000,4.750000,3.443668,-1.306332,19.433212,988.431258,19.395489,993.941730
50.846667,0.750000,4.000000,4.750000,3.443168,-1.306832,19.370060,989.369003,19.331574,994.877634
50.895000,0.750000,4.000000,4.750000,3.442668,-1.307332,19.306885,990.303696,19.267634,995.810448
50.943333,0.750000,4.000000,4.750000,3.442168,-1.307832,19.243685,991.235335,19.203667,996.740171
50.991667,0.750000,4.000000,4.750000,3.441669,-1.308331,19.180461,992.163918,19.139676,997.666802
51.040000,0.750000,4.000000,4.750000,3.441169,-1.308831,19.117213,993.089445,19.075659,998.590339
51.088333,0.750000,4.000000,4.750000,3.440669,-1.309331,19.053941,994.011915,19.011616,999.510782
51.136667,0.750000,4.000000,4.750000,3.440169,-1.309831,18.990644,994.931326,18.947548,1000.428128
51.185000,0.750000,4.000000,4.750000,3.439669,-1.310331,18.927324,995.847677,18.883454,1001.342377
51.233333,0.750000,4.000000,4.750000,3.439170,-1.310830,18.863979,996.760967,18.819335,1002.253528
51.281667,0.750000,4.000000,4.750000,3.438670,-1.311330,18.800610,997.671194,18.755190,1003.161579
51.330000,0.750000,4.000000,4.750000,3.438170,-1.311830,18.737217,998.578358,18.691019,1004.066529
51.378333,0.750000,4.000000,4.750000,3.437670,-1.312330,18.673800,999.482458,18.626823,1004.968377
51.426667,0.750000,4.000000,4.750000,3.437171,-1.312829,18.610358,1000.383492,18.562602,1005.867121
51.475000,0.750000,4.000000,4.750000,3.436671,-1.313329,18.546893,1001.281459,18.498355,1006.762761
51.523333,0.750000,4.000000,4.750000,3.436171,-1.313829,18.483403,1002.176357,18.434082,1007.655295
51.571667,0.750000,4.000000,4.750000,3.435671,-1.314329,18.419889,1003.068187,18.369784,1008.544722
51.620000,0.750000,4.000000,4.750000,3.435172,-1.314828,18.356351,1003.956946,18.305460,1009.431040
51.668333,0.750000,4.000000,4.750000,3.434672,-1.315328,18.292789,1004.842634,18.241111,1010.314249
51.716667,0.750000,4.000000,4.750000,3.434172,-1.315828,18.229203,1005.725248,18.176737,1011.194347
51.765000,0.750000,4.000000,4.750000,3.433672,-1.316328,18.165593,1006.604789,18.112336,1012.071333
51.813333,0.750000,4.000000,4.750000,3.433172,-1.316828,18.101958,1007.481255,18.047911,1012.945206
51.861667,0.750000,4.000000,4.750000,3.432673,-1.317327,18.038299,1008.354645,17.983459,1013.815964
51.910000,0.750000,4.000000,4.750000,3.432173,-1.317827,17.974616,1009.224957,17.918982,1014.683606
51.958333,0.750000,4.000000,4.750000,3.431673,-1.318327,17.910909,1010.092190,17.854480,1015.548131
52.006667,0.750000,4.000000,4.750000,3.431173,-1.318827,17.847178,1010.956344,17.789952,1016.409539
52.055000,0.750000,4.000000,4.750000,3.430674,-1.319326,17.783423,1011.817417,17.725398,1017.267826
52.103333,0.750000,4.000000,4.750000,3.430174,-1.319826,17.719643,1012.675408,17.660819,1018.122993
52.151667,0.750000,4.000000,4.750000,3.429674,-1.320326,17.655840,1013.530315,17.596215,1018.975038
52.200000,0.750000,4.000000,4.750000,3.429174,-1.320826,17.592012,1014.382138,17.531585,1019.823960
52.248333,0.750000,4.000000,4.750000,3.428675,-1.321325,17.528160,1015.230876,17.466929,1020.669757
52.296667,0.750000,4.000000,4.750000,3.428175,-1.321825,17.464284,1016.076527,17.402248,1021.512429
52.345000,0.750000,4.000000,4.750000,3.427675,-1.322325,17.400383,1016.919089,17.337541,1022.351974
52.393333,0.750000,4.000000,4.750000,3.427175,-1.322825,17.336459,1017.758563,17.272809,1023.188391
52.441667,0.750000,4.000000,4.750000,3.426676,-1.323324,17.272510,1018.594946,17.208051,1024.021678
52.490000,0.750000,4.000000,4.750000,3.426176,-1.323824,17.208538,1019.428238,17.143268,1024.851835
52.538333,0.750000,4.000000,4.750000,3.425676,-1.324324,17.144541,1020.258438,17.078459,1025.678860
52.586667,0.750000,4.000000,4.750000,3.425176,-1.324824,17.080520,1021.085543,17.013625,1026.502752
52.635000,0.750000,4.000000,4.750000,3.424676,-1.325324,17.016474,1021.909554,16.948765,1027.323510
52.683333,0.750000,4.000000,4.750000,3.424177,-1.325823,16.952405,1022.730469,16.883879,1028.141132
52.731667,0.750000,4.000000,4.750000,3.423677,-1.326323,16.888311,1023.548286,16.818968,1028.955618
52.780000,0.750000,4.000000,4.750000,3.423177,-1.326823,16.824194,1024.363005,16.754031,1029.766965
52.828333,0.750000,4.000000,4.750000,3.422677,-1.327323,16.760052,1025.174624,16.689069,1030.575173
52.876667,0.750000,4.000000,4.750000,3.422178,-1.327822,16.695886,1025.983143,16.624082,1031.380241
52.925000,0.750000,4.000000,4.750000,3.421678,-1.328322,16.631696,1026.788559,16.559069,1032.182167
52.973333,0.750000,4.000000,4.750000,3.421178,-1.328822,16.567481,1027.590873,16.494030,1032.980951
53.021667,0.750000,4.000000,4.750000,3.420678,-1.329322,16.503243,1028.390082,16.428966,1033.776590
53.070000,0.750000,4.000000,4.750000,3.420179,-1.329821,16.438980,1029.186186,16.363876,1034.569083
53.118333,0.750000,4.000000,4.750000,3.419679,-1.330321,16.374693,1029.979183,16.298760,1035.358430
53.166667,0.750000,4.000000,4.750000,3.419179,-1.330821,16.310383,1030.769072,16.233620,1036.144630
